    0.000000e+00    1.0000000000e+00    0.0000000000e+00
    2.000000e-02    9.9960031356e-01    3.9968643700e-04
    4.000000e-02    9.9840504216e-01    1.5949578366e-03
    6.000000e-02    9.9642540555e-01    3.5745944546e-03
    8.000000e-02    9.9367987498e-01    6.3201250166e-03
    1.000000e-01    9.9019378259e-01    9.8062174118e-03
    1.200000e-01    9.8599874007e-01    1.4001259930e-02
    1.400000e-01    9.8113193577e-01    1.8868064233e-02
    1.600000e-01    9.7563532346e-01    2.4364676539e-02
    1.800000e-01    9.6955473727e-01    3.0445262730e-02
    2.000000e-01    9.6293898103e-01    3.7061018965e-02
    2.200000e-01    9.5583893029e-01    4.4161069714e-02
    2.400000e-01    9.4830668431e-01    5.1693315694e-02
    2.600000e-01    9.4039479481e-01    5.9605205189e-02
    2.800000e-01    9.3215558076e-01    6.7844419240e-02
    3.000000e-01    9.2364053058e-01    7.6359469420e-02
    3.200000e-01    9.1489979528e-01    8.5100204719e-02
    3.400000e-01    9.0598177524e-01    9.4018224755e-02
    3.600000e-01    8.9693279692e-01    1.0306720308e-01
    3.800000e-01    8.8779687258e-01    1.1220312742e-01
    4.000000e-01    8.7861553653e-01    1.2138446347e-01
    4.200000e-01    8.6942775071e-01    1.3057224929e-01
    4.400000e-01    8.6026986891e-01    1.3973013109e-01
    4.600000e-01    8.5117564524e-01    1.4882435476e-01
    4.800000e-01    8.4217626990e-01    1.5782373010e-01
    5.000000e-01    8.3330041807e-01    1.6669958193e-01
    5.200000e-01    8.2457430285e-01    1.7542569715e-01
    5.400000e-01    8.1602172899e-01    1.8397827101e-01
    5.600000e-01    8.0766414824e-01    1.9233585176e-01
    5.800000e-01    7.9952071955e-01    2.0047928045e-01
    6.000000e-01    7.9160837688e-01    2.0839162312e-01
    6.200000e-01    7.8394190470e-01    2.1605809530e-01
    6.400000e-01    7.7653401845e-01    2.2346598155e-01
    6.600000e-01    7.6939544453e-01    2.3060455547e-01
    6.800000e-01    7.6253499460e-01    2.3746500540e-01
    7.000000e-01    7.5595963073e-01    2.4404036927e-01
    7.200000e-01    7.4967452049e-01    2.5032547951e-01
    7.400000e-01    7.4368308284e-01    2.5631691716e-01
    7.600000e-01    7.3798702661e-01    2.6201297339e-01
    7.800000e-01    7.3258638547e-01    2.6741361453e-01
    8.000000e-01    7.2747955515e-01    2.7252044485e-01
    8.200000e-01    7.2266334147e-01    2.7733665853e-01
    8.400000e-01    7.1813302859e-01    2.8186697141e-01
    8.600000e-01    7.1388247425e-01    2.8611752575e-01
    8.800000e-01    7.0990423357e-01    2.9009576643e-01
    9.000000e-01    7.0618970775e-01    2.9381029225e-01
    9.200000e-01    7.0272931035e-01    2.9727068965e-01
    9.400000e-01    6.9951264149e-01    3.0048735851e-01
    9.600000e-01    6.9652865976e-01    3.0347134024e-01
    9.800000e-01    6.9376584288e-01    3.0623415712e-01
    1.000000e+00    6.9121233013e-01    3.0878766987e-01
    1.020000e+00    6.8885604223e-01    3.1114395777e-01
    1.040000e+00    6.8668477795e-01    3.1331522205e-01
    1.060000e+00    6.8468628932e-01    3.1531371068e-01
    1.080000e+00    6.8284834075e-01    3.1715165925e-01
    1.100000e+00    6.8115875909e-01    3.1884124091e-01
    1.120000e+00    6.7960548300e-01    3.2039451700e-01
    1.140000e+00    6.7817661929e-01    3.2182338071e-01
    1.160000e+00    6.7686051160e-01    3.2313948840e-01
    1.180000e+00    6.7564582322e-01    3.2435417678e-01
    1.200000e+00    6.7452163125e-01    3.2547836875e-01
    1.220000e+00    6.7347752529e-01    3.2652247471e-01
    1.240000e+00    6.7250370084e-01    3.2749629916e-01
    1.260000e+00    6.7159103666e-01    3.2840896334e-01
    1.280000e+00    6.7073114678e-01    3.2926885322e-01
    1.300000e+00    6.6991640043e-01    3.3008359957e-01
    1.320000e+00    6.6913990739e-01    3.3086009261e-01
    1.340000e+00    6.6839547056e-01    3.3160452944e-01
    1.360000e+00    6.6767751093e-01    3.3232248907e-01
    1.380000e+00    6.6698097365e-01    3.3301902635e-01
    1.400000e+00    6.6630122511e-01    3.3369877489e-01
    1.420000e+00    6.6563395185e-01    3.3436604815e-01
    1.440000e+00    6.6497507100e-01    3.3502492900e-01
    1.460000e+00    6.6432066026e-01    3.3567933974e-01
    1.480000e+00    6.6366691250e-01    3.3633308750e-01
    1.500000e+00    6.6301011691e-01    3.3698988309e-01
    1.520000e+00    6.6234666544e-01    3.3765333456e-01
    1.540000e+00    6.6167308065e-01    3.3832691935e-01
    1.560000e+00    6.6098605916e-01    3.3901394084e-01
    1.580000e+00    6.6028252399e-01    3.3971747601e-01
    1.600000e+00    6.5955967897e-01    3.4044032103e-01
    1.620000e+00    6.5881505925e-01    3.4118494075e-01
    1.640000e+00    6.5804657293e-01    3.4195342707e-01
    1.660000e+00    6.5725253049e-01    3.4274746951e-01
    1.680000e+00    6.5643166023e-01    3.4356833977e-01
    1.700000e+00    6.5558310948e-01    3.4441689052e-01
    1.720000e+00    6.5470643280e-01    3.4529356720e-01
    1.740000e+00    6.5380156940e-01    3.4619843060e-01
    1.760000e+00    6.5286881263e-01    3.4713118737e-01
    1.780000e+00    6.5190877482e-01    3.4809122518e-01
    1.800000e+00    6.5092235018e-01    3.4907764982e-01
    1.820000e+00    6.4991067791e-01    3.5008932209e-01
    1.840000e+00    6.4887510700e-01    3.5112489300e-01
    1.860000e+00    6.4781716317e-01    3.5218283683e-01
    1.880000e+00    6.4673851794e-01    3.5326148206e-01
    1.900000e+00    6.4564095925e-01    3.5435904075e-01
