    0.000000e+00    1.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    5.000000e-02    9.9750456754e-01    2.4943032593e-03    2.4943032593e-03    2.4954324645e-03
    1.000000e-01    9.9007291327e-01    9.9097840131e-03    9.9097840131e-03    9.9270867294e-03
    1.500000e-01    9.7786753954e-01    2.2046052110e-02    2.2046052110e-02    2.2132460460e-02
    2.000000e-01    9.6115432112e-01    3.8576831638e-02    3.8576831638e-02    3.8845678876e-02
    2.500000e-01    9.4029504350e-01    5.9063154756e-02    5.9063154756e-02    5.9704956498e-02
    3.000000e-01    9.1573737070e-01    8.2970764449e-02    8.2970764449e-02    8.4262629301e-02
    3.500000e-01    8.8800273347e-01    1.0968986303e-01    1.0968986303e-01    1.1199726653e-01
    4.000000e-01    8.5767265456e-01    1.3855578250e-01    1.3855578250e-01    1.4232734544e-01
    4.500000e-01    8.2537401895e-01    1.6886952727e-01    1.6886952727e-01    1.7462598105e-01
    5.000000e-01    7.9176376643e-01    1.9991745303e-01    1.9991745303e-01    2.0823623357e-01
    5.500000e-01    7.5751344202e-01    2.3098959186e-01    2.3098959186e-01    2.4248655798e-01
    6.000000e-01    7.2329399181e-01    2.6139631834e-01    2.6139631834e-01    2.7670600819e-01
    6.500000e-01    6.8976114389e-01    2.9048318504e-01    2.9048318504e-01    3.1023885611e-01
    7.000000e-01    6.5754166660e-01    3.1764384767e-01    3.1764384767e-01    3.4245833340e-01
    7.500000e-01    6.2722075203e-01    3.4233105891e-01    3.4233105891e-01    3.7277924797e-01
    8.000000e-01    5.9933073075e-01    3.6406574485e-01    3.6406574485e-01    4.0066926925e-01
    8.500000e-01    5.7434128427e-01    3.8244419916e-01    3.8244419916e-01    4.2565871573e-01
    9.000000e-01    5.5265128459e-01    3.9714344094e-01    3.9714344094e-01    4.4734871541e-01
    9.500000e-01    5.3458235422e-01    4.0792478912e-01    4.0792478912e-01    4.6541764578e-01
    1.000000e+00    5.2037420600e-01    4.1463571190e-01    4.1463571190e-01    4.7962579400e-01
    1.050000e+00    5.1018178854e-01    4.1721001583e-01    4.1721001583e-01    4.8981821146e-01
    1.100000e+00    5.0407423136e-01    4.1566644701e-01    4.1566644701e-01    4.9592576864e-01
    1.150000e+00    5.0203555217e-01    4.1010578799e-01    4.1010578799e-01    4.9796444783e-01
    1.200000e+00    5.0396705958e-01    4.0070654567e-01    4.0070654567e-01    4.9603294042e-01
    1.250000e+00    5.0969135608e-01    3.8771934045e-01    3.8771934045e-01    4.9030864392e-01
    1.300000e+00    5.1895781999e-01    3.7146012135e-01    3.7146012135e-01    4.8104218001e-01
    1.350000e+00    5.3144942142e-01    3.5230234766e-01    3.5230234766e-01    4.6855057858e-01
    1.400000e+00    5.4679070621e-01    3.3066829202e-01    3.3066829202e-01    4.5320929379e-01
    1.450000e+00    5.6455676375e-01    3.0701963321e-01    3.0701963321e-01    4.3544323625e-01
    1.500000e+00    5.8428298051e-01    2.8184751819e-01    2.8184751819e-01    4.1571701949e-01
    1.550000e+00    6.0547536997e-01    2.5566228116e-01    2.5566228116e-01    3.9452463003e-01
    1.600000e+00    6.2762126326e-01    2.2898301278e-01    2.2898301278e-01    3.7237873674e-01
    1.650000e+00    6.5020014200e-01    2.0232717416e-01    2.0232717416e-01    3.4979985800e-01
    1.700000e+00    6.7269439636e-01    1.7620044860e-01    1.7620044860e-01    3.2730560364e-01
    1.750000e+00    6.9459979679e-01    1.5108701806e-01    1.5108701806e-01    3.0540020321e-01
    1.800000e+00    7.1543547766e-01    1.2744044183e-01    1.2744044183e-01    2.8456452234e-01
    1.850000e+00    7.3475324392e-01    1.0567530231e-01    1.0567530231e-01    2.6524675608e-01
