    0.000000e+00    1.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    5.000000e-02    9.9750578409e-01    2.4848387305e-03    2.4848387305e-03    2.4942159081e-03
    1.000000e-01    9.9009199106e-01    9.7620173694e-03    9.7620173694e-03    9.9080089405e-03
    1.500000e-01    9.7795995469e-01    2.1328614008e-02    2.1328614008e-02    2.2040045311e-02
    2.000000e-01    9.6142784917e-01    3.6448591343e-02    3.6448591343e-02    3.8572150831e-02
    2.500000e-01    9.4090832319e-01    5.4272332911e-02    5.4272332911e-02    5.9091676813e-02
    3.000000e-01    9.1688428935e-01    7.3939407667e-02    7.3939407667e-02    8.3115710654e-02
    3.500000e-01    8.8988618749e-01    9.4647416643e-02    9.4647416643e-02    1.1011381251e-01
    4.000000e-01    8.6047228397e-01    1.1568741380e-01    1.1568741380e-01    1.3952771603e-01
    4.500000e-01    8.2921229951e-01    1.3645414912e-01    1.3645414912e-01    1.7078770049e-01
    5.000000e-01    7.9667398358e-01    1.5644090902e-01    1.5644090902e-01    2.0332601642e-01
    5.500000e-01    7.6341203222e-01    1.7522714277e-01    1.7522714277e-01    2.3658796778e-01
    6.000000e-01    7.2995878643e-01    1.9246449850e-01    1.9246449850e-01    2.7004121357e-01
    6.500000e-01    6.9681629648e-01    2.0786447877e-01    2.0786447877e-01    3.0318370352e-01
    7.000000e-01    6.6444949785e-01    2.2118909425e-01    2.2118909425e-01    3.3555050215e-01
    7.500000e-01    6.3328037462e-01    2.3224471617e-01    2.3224471617e-01    3.6671962538e-01
    8.000000e-01    6.0368307473e-01    2.4087867228e-01    2.4087867228e-01    3.9631692527e-01
    8.500000e-01    5.7597999069e-01    2.4697784929e-01    2.4697784929e-01    4.2402000931e-01
    9.000000e-01    5.5043883894e-01    2.5046852087e-01    2.5046852087e-01    4.4956116106e-01
    9.500000e-01    5.2727076940e-01    2.5131671041e-01    2.5131671041e-01    4.7272923060e-01
    1.000000e+00    5.0662952260e-01    2.4952854243e-01    2.4952854243e-01    4.9337047740e-01
    1.050000e+00    4.8861163140e-01    2.4515019042e-01    2.4515019042e-01    5.1138836860e-01
    1.100000e+00    4.7325764135e-01    2.3826717152e-01    2.3826717152e-01    5.2674235865e-01
    1.150000e+00    4.6055430106e-01    2.2900285608e-01    2.2900285608e-01    5.3944569894e-01
    1.200000e+00    4.5043765319e-01    2.1751615322e-01    2.1751615322e-01    5.4956234681e-01
    1.250000e+00    4.4279693794e-01    2.0399840262e-01    2.0399840262e-01    5.5720306206e-01
    1.300000e+00    4.3747920626e-01    1.8866955121e-01    1.8866955121e-01    5.6252079374e-01
    1.350000e+00    4.3429452742e-01    1.7177372536e-01    1.7177372536e-01    5.6570547258e-01
    1.400000e+00    4.3302166789e-01    1.5357432694e-01    1.5357432694e-01    5.6697833211e-01
    1.450000e+00    4.3341411260e-01    1.3434879052e-01    1.3434879052e-01    5.6658588740e-01
    1.500000e+00    4.3520629820e-01    1.1438314073e-01    1.1438314073e-01    5.6479370180e-01
    1.550000e+00    4.3811992829e-01    9.3966486427e-02    9.3966486427e-02    5.6188007171e-01
    1.600000e+00    4.4187024444e-01    7.3385582473e-02    7.3385582473e-02    5.5812975556e-01
    1.650000e+00    4.4617213242e-01    5.2919579594e-02    5.2919579594e-02    5.5382786758e-01
    1.700000e+00    4.5074595160e-01    3.2835071655e-02    3.2835071655e-02    5.4925404840e-01
    1.750000e+00    4.5532298512e-01    1.3381537149e-02    1.3381537149e-02    5.4467701488e-01
    1.800000e+00    4.5965042028e-01   -5.2127414875e-03   -5.2127414875e-03    5.4034957972e-01
    1.850000e+00    4.6349578148e-01   -2.2744211558e-02   -2.2744211558e-02    5.3650421852e-01
    1.900000e+00    4.6665075212e-01   -3.9036982832e-02   -3.9036982832e-02    5.3334924788e-01
    1.950000e+00    4.6893433610e-01   -5.3945120575e-02   -5.3945120575e-02    5.3106566390e-01
    2.000000e+00    4.7019532514e-01   -6.7354274960e-02   -6.7354274960e-02    5.2980467486e-01
    2.050000e+00    4.7031405247e-01   -7.9182637306e-02   -7.9182637306e-02    5.2968594753e-01
    2.100000e+00    4.6920342886e-01   -8.9381227853e-02   -8.9381227853e-02    5.3079657114e-01
    2.150000e+00    4.6680927074e-01   -9.7933533448e-02   -9.7933533448e-02    5.3319072926e-01
    2.200000e+00    4.6310994427e-01   -1.0485452583e-01   -1.0485452583e-01    5.3689005573e-01
    2.250000e+00    4.5811536101e-01   -1.1018910211e-01   -1.1018910211e-01    5.4188463899e-01
    2.300000e+00    4.5186537305e-01   -1.1400999911e-01   -1.1400999911e-01    5.4813462695e-01
    2.350000e+00    4.4442762455e-01   -1.1641524196e-01   -1.1641524196e-01    5.5557237545e-01
    2.400000e+00    4.3589492578e-01   -1.1752519428e-01   -1.1752519428e-01    5.6410507422e-01
    2.450000e+00    4.2638222209e-01   -1.1747928274e-01   -1.1747928274e-01    5.7361777791e-01
    2.500000e+00    4.1602323574e-01   -1.1643247247e-01   -1.1643247247e-01    5.8397676426e-01
    2.550000e+00    4.0496686143e-01   -1.1455157207e-01   -1.1455157207e-01    5.9503313857e-01
    2.600000e+00    3.9337339859e-01   -1.1201144714e-01   -1.1201144714e-01    6.0662660141e-01
