    0.000000e+00    1.000000e+00	    0.000000e+00	
    2.500000e-03    9.999938e-01	    6.249923e-06	
    5.000000e-03    9.999750e-01	    2.499878e-05	
    7.500000e-03    9.999438e-01	    5.624380e-05	
    1.000000e-02    9.999000e-01	    9.998039e-05	
    1.250000e-02    9.998438e-01	    1.562021e-04	
    1.500000e-02    9.997751e-01	    2.249007e-04	
    1.750000e-02    9.996939e-01	    3.060660e-04	
    2.000000e-02    9.996003e-01	    3.996861e-04	
    2.250000e-02    9.994943e-01	    5.057472e-04	
    2.500000e-02    9.993758e-01	    6.242337e-04	
    2.750000e-02    9.992449e-01	    7.551281e-04	
    3.000000e-02    9.991016e-01	    8.984111e-04	
    3.250000e-02    9.989459e-01	    1.054062e-03	
    3.500000e-02    9.987779e-01	    1.222057e-03	
    3.750000e-02    9.985976e-01	    1.402372e-03	
    4.000000e-02    9.984050e-01	    1.594980e-03	
    4.250000e-02    9.982001e-01	    1.799854e-03	
    4.500000e-02    9.979830e-01	    2.016963e-03	
    4.750000e-02    9.977537e-01	    2.246274e-03	
    5.000000e-02    9.975122e-01	    2.487756e-03	
    5.250000e-02    9.972586e-01	    2.741371e-03	
    5.500000e-02    9.969929e-01	    3.007084e-03	
    5.750000e-02    9.967151e-01	    3.284855e-03	
    6.000000e-02    9.964254e-01	    3.574644e-03	
    6.250000e-02    9.961236e-01	    3.876409e-03	
    6.500000e-02    9.958099e-01	    4.190105e-03	
    6.750000e-02    9.954843e-01	    4.515688e-03	
    7.000000e-02    9.951469e-01	    4.853109e-03	
    7.250000e-02    9.947977e-01	    5.202321e-03	
    7.500000e-02    9.944367e-01	    5.563272e-03	
    7.750000e-02    9.940641e-01	    5.935911e-03	
    8.000000e-02    9.936798e-01	    6.320184e-03	
    8.250000e-02    9.932840e-01	    6.716035e-03	
    8.500000e-02    9.928766e-01	    7.123409e-03	
    8.750000e-02    9.924578e-01	    7.542247e-03	
    9.000000e-02    9.920275e-01	    7.972489e-03	
    9.250000e-02    9.915859e-01	    8.414074e-03	
    9.500000e-02    9.911331e-01	    8.866939e-03	
    9.750000e-02    9.906690e-01	    9.331021e-03	
    1.000000e-01    9.901937e-01	    9.806253e-03	
    1.025000e-01    9.897074e-01	    1.029257e-02	
    1.050000e-01    9.892101e-01	    1.078990e-02	
    1.075000e-01    9.887018e-01	    1.129818e-02	
    1.100000e-01    9.881827e-01	    1.181733e-02	
    1.125000e-01    9.876527e-01	    1.234728e-02	
    1.150000e-01    9.871120e-01	    1.288797e-02	
    1.175000e-01    9.865607e-01	    1.343931e-02	
    1.200000e-01    9.859988e-01	    1.400122e-02	
    1.225000e-01    9.854264e-01	    1.457364e-02	
    1.250000e-01    9.848435e-01	    1.515648e-02	
    1.275000e-01    9.842503e-01	    1.574967e-02	
    1.300000e-01    9.836469e-01	    1.635311e-02	
    1.325000e-01    9.830333e-01	    1.696674e-02	
    1.350000e-01    9.824095e-01	    1.759047e-02	
    1.375000e-01    9.817758e-01	    1.822421e-02	
    1.400000e-01    9.811321e-01	    1.886788e-02	
    1.425000e-01    9.804786e-01	    1.952140e-02	
    1.450000e-01    9.798153e-01	    2.018467e-02	
    1.475000e-01    9.791424e-01	    2.085761e-02	
    1.500000e-01    9.784599e-01	    2.154013e-02	
    1.525000e-01    9.777679e-01	    2.223215e-02	
    1.550000e-01    9.770664e-01	    2.293356e-02	
    1.575000e-01    9.763557e-01	    2.364429e-02	
    1.600000e-01    9.756358e-01	    2.436423e-02	
    1.625000e-01    9.749067e-01	    2.509330e-02	
    1.650000e-01    9.741686e-01	    2.583139e-02	
    1.675000e-01    9.734216e-01	    2.657843e-02	
    1.700000e-01    9.726657e-01	    2.733431e-02	
    1.725000e-01    9.719011e-01	    2.809893e-02	
    1.750000e-01    9.711278e-01	    2.887220e-02	
    1.775000e-01    9.703460e-01	    2.965403e-02	
    1.800000e-01    9.695557e-01	    3.044431e-02	
    1.825000e-01    9.687570e-01	    3.124295e-02	
    1.850000e-01    9.679501e-01	    3.204985e-02	
    1.875000e-01    9.671351e-01	    3.286491e-02	
    1.900000e-01    9.663120e-01	    3.368803e-02	
    1.925000e-01    9.654809e-01	    3.451911e-02	
    1.950000e-01    9.646420e-01	    3.535804e-02	
    1.975000e-01    9.637953e-01	    3.620474e-02	
    2.000000e-01    9.629409e-01	    3.705909e-02	
    2.025000e-01    9.620790e-01	    3.792100e-02	
    2.050000e-01    9.612096e-01	    3.879036e-02	
    2.075000e-01    9.603329e-01	    3.966706e-02	
    2.100000e-01    9.594490e-01	    4.055102e-02	
    2.125000e-01    9.585579e-01	    4.144212e-02	
    2.150000e-01    9.576597e-01	    4.234026e-02	
    2.175000e-01    9.567547e-01	    4.324534e-02	
    2.200000e-01    9.558427e-01	    4.415725e-02	
    2.225000e-01    9.549241e-01	    4.507589e-02	
    2.250000e-01    9.539988e-01	    4.600116e-02	
    2.275000e-01    9.530671e-01	    4.693294e-02	
    2.300000e-01    9.521289e-01	    4.787114e-02	
    2.325000e-01    9.511844e-01	    4.881565e-02	
    2.350000e-01    9.502336e-01	    4.976636e-02	
    2.375000e-01    9.492768e-01	    5.072318e-02	
    2.400000e-01    9.483140e-01	    5.168599e-02	
    2.425000e-01    9.473453e-01	    5.265470e-02	
    2.450000e-01    9.463708e-01	    5.362918e-02	
    2.475000e-01    9.453906e-01	    5.460935e-02	
    2.500000e-01    9.444049e-01	    5.559509e-02	
    2.525000e-01    9.434137e-01	    5.658631e-02	
    2.550000e-01    9.424171e-01	    5.758288e-02	
    2.575000e-01    9.414153e-01	    5.858472e-02	
    2.600000e-01    9.404083e-01	    5.959171e-02	
    2.625000e-01    9.393963e-01	    6.060375e-02	
    2.650000e-01    9.383793e-01	    6.162073e-02	
    2.675000e-01    9.373574e-01	    6.264255e-02	
    2.700000e-01    9.363309e-01	    6.366911e-02	
    2.725000e-01    9.352997e-01	    6.470029e-02	
    2.750000e-01    9.342640e-01	    6.573600e-02	
    2.775000e-01    9.332239e-01	    6.677613e-02	
    2.800000e-01    9.321794e-01	    6.782058e-02	
    2.825000e-01    9.311308e-01	    6.886924e-02	
    2.850000e-01    9.300780e-01	    6.992200e-02	
    2.875000e-01    9.290212e-01	    7.097877e-02	
    2.900000e-01    9.279606e-01	    7.203944e-02	
    2.925000e-01    9.268961e-01	    7.310391e-02	
    2.950000e-01    9.258279e-01	    7.417207e-02	
    2.975000e-01    9.247562e-01	    7.524382e-02	
    3.000000e-01    9.236809e-01	    7.631906e-02	
    3.025000e-01    9.226023e-01	    7.739769e-02	
    3.050000e-01    9.215204e-01	    7.847960e-02	
    3.075000e-01    9.204353e-01	    7.956469e-02	
    3.100000e-01    9.193471e-01	    8.065286e-02	
    3.125000e-01    9.182560e-01	    8.174401e-02	
    3.150000e-01    9.171620e-01	    8.283803e-02	
    3.175000e-01    9.160652e-01	    8.393483e-02	
    3.200000e-01    9.149657e-01	    8.503430e-02	
    3.225000e-01    9.138636e-01	    8.613635e-02	
    3.250000e-01    9.127591e-01	    8.724087e-02	
    3.275000e-01    9.116522e-01	    8.834777e-02	
    3.300000e-01    9.105431e-01	    8.945694e-02	
    3.325000e-01    9.094317e-01	    9.056829e-02	
    3.350000e-01    9.083183e-01	    9.168171e-02	
    3.375000e-01    9.072029e-01	    9.279711e-02	
    3.400000e-01    9.060856e-01	    9.391439e-02	
    3.425000e-01    9.049665e-01	    9.503346e-02	
    3.450000e-01    9.038458e-01	    9.615420e-02	
    3.475000e-01    9.027235e-01	    9.727653e-02	
    3.500000e-01    9.015996e-01	    9.840036e-02	
    3.525000e-01    9.004744e-01	    9.952557e-02	
    3.550000e-01    8.993479e-01	    1.006521e-01	
    3.575000e-01    8.982202e-01	    1.017798e-01	
    3.600000e-01    8.970914e-01	    1.029086e-01	
    3.625000e-01    8.959616e-01	    1.040384e-01	
    3.650000e-01    8.948308e-01	    1.051692e-01	
    3.675000e-01    8.936993e-01	    1.063007e-01	
    3.700000e-01    8.925670e-01	    1.074330e-01	
    3.725000e-01    8.914341e-01	    1.085659e-01	
    3.750000e-01    8.903006e-01	    1.096994e-01	
    3.775000e-01    8.891667e-01	    1.108333e-01	
    3.800000e-01    8.880324e-01	    1.119676e-01	
    3.825000e-01    8.868979e-01	    1.131021e-01	
    3.850000e-01    8.857633e-01	    1.142367e-01	
    3.875000e-01    8.846285e-01	    1.153715e-01	
    3.900000e-01    8.834938e-01	    1.165062e-01	
    3.925000e-01    8.823591e-01	    1.176409e-01	
    3.950000e-01    8.812247e-01	    1.187753e-01	
    3.975000e-01    8.800905e-01	    1.199095e-01	
    4.000000e-01    8.789568e-01	    1.210432e-01	
    4.025000e-01    8.778235e-01	    1.221765e-01	
    4.050000e-01    8.766907e-01	    1.233093e-01	
    4.075000e-01    8.755586e-01	    1.244414e-01	
    4.100000e-01    8.744272e-01	    1.255728e-01	
    4.125000e-01    8.732967e-01	    1.267033e-01	
    4.150000e-01    8.721671e-01	    1.278329e-01	
    4.175000e-01    8.710384e-01	    1.289616e-01	
    4.200000e-01    8.699109e-01	    1.300891e-01	
    4.225000e-01    8.687845e-01	    1.312155e-01	
    4.250000e-01    8.676594e-01	    1.323406e-01	
    4.275000e-01    8.665356e-01	    1.334644e-01	
    4.300000e-01    8.654132e-01	    1.345868e-01	
    4.325000e-01    8.642924e-01	    1.357076e-01	
    4.350000e-01    8.631731e-01	    1.368269e-01	
    4.375000e-01    8.620556e-01	    1.379444e-01	
    4.400000e-01    8.609398e-01	    1.390602e-01	
    4.425000e-01    8.598258e-01	    1.401742e-01	
    4.450000e-01    8.587138e-01	    1.412862e-01	
    4.475000e-01    8.576038e-01	    1.423962e-01	
    4.500000e-01    8.564959e-01	    1.435041e-01	
    4.525000e-01    8.553902e-01	    1.446098e-01	
    4.550000e-01    8.542867e-01	    1.457133e-01	
    4.575000e-01    8.531856e-01	    1.468144e-01	
    4.600000e-01    8.520869e-01	    1.479131e-01	
    4.625000e-01    8.509907e-01	    1.490093e-01	
    4.650000e-01    8.498970e-01	    1.501030e-01	
    4.675000e-01    8.488061e-01	    1.511939e-01	
    4.700000e-01    8.477179e-01	    1.522821e-01	
    4.725000e-01    8.466325e-01	    1.533675e-01	
    4.750000e-01    8.455500e-01	    1.544500e-01	
    4.775000e-01    8.444705e-01	    1.555295e-01	
    4.800000e-01    8.433940e-01	    1.566060e-01	
    4.825000e-01    8.423207e-01	    1.576793e-01	
    4.850000e-01    8.412505e-01	    1.587495e-01	
    4.875000e-01    8.401837e-01	    1.598163e-01	
    4.900000e-01    8.391202e-01	    1.608798e-01	
    4.925000e-01    8.380602e-01	    1.619398e-01	
    4.950000e-01    8.370036e-01	    1.629964e-01	
    4.975000e-01    8.359506e-01	    1.640494e-01	
    5.000000e-01    8.349013e-01	    1.650987e-01	
    5.025000e-01    8.338558e-01	    1.661442e-01	
    5.050000e-01    8.328140e-01	    1.671860e-01	
    5.075000e-01    8.317761e-01	    1.682239e-01	
    5.100000e-01    8.307421e-01	    1.692579e-01	
    5.125000e-01    8.297122e-01	    1.702878e-01	
    5.150000e-01    8.286863e-01	    1.713137e-01	
    5.175000e-01    8.276647e-01	    1.723353e-01	
    5.200000e-01    8.266472e-01	    1.733528e-01	
    5.225000e-01    8.256340e-01	    1.743660e-01	
    5.250000e-01    8.246252e-01	    1.753748e-01	
    5.275000e-01    8.236209e-01	    1.763791e-01	
    5.300000e-01    8.226210e-01	    1.773790e-01	
    5.325000e-01    8.216258e-01	    1.783742e-01	
    5.350000e-01    8.206351e-01	    1.793649e-01	
    5.375000e-01    8.196492e-01	    1.803508e-01	
    5.400000e-01    8.186680e-01	    1.813320e-01	
    5.425000e-01    8.176917e-01	    1.823083e-01	
    5.450000e-01    8.167203e-01	    1.832797e-01	
    5.475000e-01    8.157538e-01	    1.842462e-01	
    5.500000e-01    8.147924e-01	    1.852076e-01	
    5.525000e-01    8.138360e-01	    1.861640e-01	
    5.550000e-01    8.128848e-01	    1.871152e-01	
    5.575000e-01    8.119388e-01	    1.880612e-01	
    5.600000e-01    8.109981e-01	    1.890019e-01	
    5.625000e-01    8.100628e-01	    1.899372e-01	
    5.650000e-01    8.091328e-01	    1.908672e-01	
    5.675000e-01    8.082083e-01	    1.917917e-01	
    5.700000e-01    8.072893e-01	    1.927107e-01	
    5.725000e-01    8.063759e-01	    1.936241e-01	
    5.750000e-01    8.054681e-01	    1.945319e-01	
    5.775000e-01    8.045660e-01	    1.954340e-01	
    5.800000e-01    8.036697e-01	    1.963303e-01	
    5.825000e-01    8.027791e-01	    1.972209e-01	
    5.850000e-01    8.018944e-01	    1.981056e-01	
    5.875000e-01    8.010156e-01	    1.989844e-01	
    5.900000e-01    8.001428e-01	    1.998572e-01	
    5.925000e-01    7.992760e-01	    2.007240e-01	
    5.950000e-01    7.984152e-01	    2.015848e-01	
    5.975000e-01    7.975606e-01	    2.024394e-01	
    6.000000e-01    7.967121e-01	    2.032879e-01	
    6.025000e-01    7.958699e-01	    2.041301e-01	
    6.050000e-01    7.950339e-01	    2.049661e-01	
    6.075000e-01    7.942043e-01	    2.057957e-01	
    6.100000e-01    7.933810e-01	    2.066190e-01	
    6.125000e-01    7.925641e-01	    2.074359e-01	
    6.150000e-01    7.917537e-01	    2.082463e-01	
    6.175000e-01    7.909498e-01	    2.090502e-01	
    6.200000e-01    7.901524e-01	    2.098476e-01	
    6.225000e-01    7.893617e-01	    2.106383e-01	
    6.250000e-01    7.885776e-01	    2.114224e-01	
    6.275000e-01    7.878001e-01	    2.121999e-01	
    6.300000e-01    7.870294e-01	    2.129706e-01	
    6.325000e-01    7.862654e-01	    2.137346e-01	
    6.350000e-01    7.855083e-01	    2.144917e-01	
    6.375000e-01    7.847580e-01	    2.152420e-01	
    6.400000e-01    7.840146e-01	    2.159854e-01	
    6.425000e-01    7.832780e-01	    2.167220e-01	
    6.450000e-01    7.825485e-01	    2.174515e-01	
    6.475000e-01    7.818259e-01	    2.181741e-01	
    6.500000e-01    7.811104e-01	    2.188896e-01	
    6.525000e-01    7.804019e-01	    2.195981e-01	
    6.550000e-01    7.797006e-01	    2.202994e-01	
    6.575000e-01    7.790063e-01	    2.209937e-01	
    6.600000e-01    7.783192e-01	    2.216808e-01	
    6.625000e-01    7.776393e-01	    2.223607e-01	
    6.650000e-01    7.769666e-01	    2.230334e-01	
    6.675000e-01    7.763012e-01	    2.236988e-01	
    6.700000e-01    7.756431e-01	    2.243569e-01	
    6.725000e-01    7.749922e-01	    2.250078e-01	
    6.750000e-01    7.743487e-01	    2.256513e-01	
    6.775000e-01    7.737126e-01	    2.262874e-01	
    6.800000e-01    7.730838e-01	    2.269162e-01	
    6.825000e-01    7.724625e-01	    2.275375e-01	
    6.850000e-01    7.718485e-01	    2.281515e-01	
    6.875000e-01    7.712420e-01	    2.287580e-01	
    6.900000e-01    7.706430e-01	    2.293570e-01	
    6.925000e-01    7.700515e-01	    2.299485e-01	
    6.950000e-01    7.694675e-01	    2.305325e-01	
    6.975000e-01    7.688911e-01	    2.311089e-01	
    7.000000e-01    7.683221e-01	    2.316779e-01	
    7.025000e-01    7.677608e-01	    2.322392e-01	
    7.050000e-01    7.672070e-01	    2.327930e-01	
    7.075000e-01    7.666608e-01	    2.333392e-01	
    7.100000e-01    7.661222e-01	    2.338778e-01	
    7.125000e-01    7.655913e-01	    2.344087e-01	
    7.150000e-01    7.650679e-01	    2.349321e-01	
