    0.000000e+00    1.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    5.000000e-02    9.9750426777e-01    0.0000000000e+00    2.4955241912e-03    4.9829350213e-02    2.4955241912e-03   -4.9829350213e-02    2.4957322261e-03    0.0000000000e+00
    1.000000e-01    9.9006813776e-01    0.0000000000e+00    9.9285479717e-03    9.8639197396e-02    9.9285479717e-03   -9.8639197396e-02    9.9318622400e-03    0.0000000000e+00
    1.500000e-01    9.7784371427e-01    0.0000000000e+00    2.2139627241e-02    1.4543191098e-01    2.2139627241e-02   -1.4543191098e-01    2.2156285730e-02    0.0000000000e+00
    2.000000e-01    9.6108087686e-01    0.0000000000e+00    3.8867001184e-02    1.8925311331e-01    3.8867001184e-02   -1.8925311331e-01    3.8919123135e-02    0.0000000000e+00
    2.500000e-01    9.4012192460e-01    0.0000000000e+00    5.9752463171e-02    2.2921208782e-01    5.9752463171e-02   -2.2921208782e-01    5.9878075396e-02    0.0000000000e+00
    3.000000e-01    9.1539424728e-01    0.0000000000e+00    8.4349386207e-02    2.6450075729e-01    8.4349386207e-02   -2.6450075729e-01    8.4605752719e-02    0.0000000000e+00
    3.500000e-01    8.8740118816e-01    0.0000000000e+00    1.1213271487e-01    2.9441080852e-01    1.1213271487e-01   -2.9441080852e-01    1.1259881184e-01    0.0000000000e+00
    4.000000e-01    8.5671130294e-01    0.0000000000e+00    1.4251068990e-01    3.1834858303e-01    1.4251068990e-01   -3.1834858303e-01    1.4328869706e-01    0.0000000000e+00
    4.500000e-01    8.2394625531e-01    0.0000000000e+00    1.7483803168e-01    3.3584740612e-01    1.7483803168e-01   -3.3584740612e-01    1.7605374469e-01    0.0000000000e+00
    5.000000e-01    7.8976761907e-01    0.0000000000e+00    2.0843027532e-01    3.4657708617e-01    2.0843027532e-01   -3.4657708617e-01    2.1023238093e-01    0.0000000000e+00
    5.500000e-01    7.5486288047e-01    0.0000000000e+00    2.4257892454e-01    3.5035038252e-01    2.4257892454e-01   -3.5035038252e-01    2.4513711953e-01    0.0000000000e+00
